公司名称,关闭时间,成立时间,产品简介,行业,地点,获投状态,存活天数,logo,行业标签,关闭原因
真时科技Pacewear,2020-05-15,2016-08-01,真时科技是一家定位智能可穿戴设备与服务开发的科技公司，以运动健康为着眼点，致力于将运动健康的人工智能技术应用于智能手表中，主打产品为智能可穿戴品牌Pacewear。,智能硬件,广东,A轮,1383,https://cdn.itjuzi.com/images/cfc51a0d77dcec031764bd1bd2750d57.png,可穿戴设备、智能手表、硬件、仪器设备,烧钱、融资能力不足、行业竞争
看健康,2020-05-15,2018-06-01,看健康是一款健康管理APP，以预防为入口来开拓健康管理的发展之路，结合物联网技术，通过预防、低成本筛查，达到个体健康促进，防止慢病和潜在隐患的重症化。应用的核心价值在于家庭成员间的“健康数据互联”，将老龄人口的健康问题常态化地得到子女的关注和防护。隶属于东方云健网络科技有限公司。,医疗健康,北京,尚未获投,714,https://cdn.itjuzi.com/images/daf3dc82e00b17950a2d0140ef0317c1.png,APP、医疗健康、消费升级、健康保健、其他医疗服务、健康管理、互联网医疗、健康养老,烧钱、行业竞争
星杉广告,2020-05-14,2013-01-01,星杉广告是一家品牌全案数字营销公司，拥有从策略到设计、再到制作落地的完整服务链，核心服务是帮助客户构建企业形象，在世界范围内树立属于中国企业的优秀的品牌形象和人文风格。,企业服务,广东,尚未获投,2690,https://cdn.itjuzi.com/images/01211bcdf8f6c92026583ce5988d184b.png,4A广告、原生广告、企业服务、销售营销、销售与营销、企业营销,融资能力不足、营销不足
无界优品,2020-05-14,2014-11-01,无界优品，一款集合了海量优质商品，融合趣味性、互动性、分享性于一体的综合性移动社交电商商城。,电子商务,天津,尚未获投,2021,https://cdn.itjuzi.com/images/d357fdf867ed4fe94bd0b26bfc7f64f7.png,社交电商、电子商务、微商、其他电商服务,烧钱、行业竞争
姐妹范,2020-05-14,2012-05-01,姐妹范是一个基于短视频内容的时尚品牌试用营销推广平台。平台针对女性用户群体，通过结合热门话题策划拍摄并发布社交短视频及品牌介绍推广视频，向用户推荐时尚产品，提供产品免费试用并支持体验反馈。,广告营销,上海,不明确,2935,https://cdn.itjuzi.com/images/f56603f86e34508f5243f8f541644916.png,女性经济、时尚潮品、广告营销、移动及网络广告、视频广告、短视频、数字营销、品牌营销、移动广告平台、网络广告平台、内容营销,烧钱、融资能力不足、行业竞争
51766旅游网,2020-05-14,2003-03-01,51766旅游网是一个提供大型旅游目的地和景区信息化提供总体规划和系统解决方案的平台，致力于与多家旅游目的地和景区合作，使用户的旅行能变得更加轻松。隶属于北京中途信科技发展有限公司。,旅游,北京,不明确,6284,https://cdn.itjuzi.com/images/5023bfe2db09ce438c8565e7e7308293.png,目的地旅游、线路规划、自由行、旅游、旅游信息化、其他旅游服务、旅行社、旅游服务、旅游资源运营商、自由行/自助游,定价/成本问题、营销不足
洛米科技,2020-05-14,2016-01-01,洛米科技是一家网站及APP开发商，专注于第一方数据管理，第三方数据服务，人群画像，效果跟踪等服务功能，致力于pc网站，移动网站，APP三合一开发。,企业服务,北京,尚未获投,1595,https://cdn.itjuzi.com/images/ca20233324a7a0f4719e61eee136efb3.png,数据服务、企业服务、网站开发、数据管理,烧钱、融资能力不足、行业竞争
沧眸文化,2020-05-13,2017-12-01,沧眸文化是一家短视频内容制作平台，由美拍网络红人刘阳创办。,文娱传媒,上海,天使轮,894,https://cdn.itjuzi.com/images/627442fb89bed6359aa0530e65ec61e9.png,视频、文化娱乐、短视频、艺人网红、视频内容制作,烧钱、融资能力不足、行业竞争
闪链科技,2020-05-13,2018-05-01,闪链科技，深耕于数字交易、数字资产、数据上链、防伪朔原、公示公正等应用领域，用技术结合传统行业切实需求，提供企业级区块链产品平台与应用解决方案。,区块链,广东,尚未获投,743,https://cdn.itjuzi.com/images/2559c6fcadefe5d1dc9bfd0cd63ce790.png,企业服务、区块链、前沿技术、数字资产、区块链行业应用,融资能力不足、行业竞争
惊奇世界,2020-05-13,2015-01-01,惊奇世界专注于移动游戏的研发，以休闲类手游为主要方向，制作可爱系的休闲小游戏，专注于可玩性、交互、画风等方面，现阶段主打日韩动漫风，未来有黑色童话风格的项目。,游戏,北京,不明确,1959,https://cdn.itjuzi.com/images/7dee525084f83dfa8a08645698784f8a.jpg,游戏开发商、休闲益智、小游戏、二次元、游戏、手机游戏、游戏/电竞,现金流断裂、行业竞争
好友汇,2020-05-13,2014-09-01,好友汇是一家提供线上交易、线下交互一站式的物流产品交易暨服务平台，公司专注于通过基于大数据和创新产品的智能在线交易平台为交易双方搭建基于物流产品交易实现的行业在线生态圈。,物流,广东,尚未获投,2081,https://cdn.itjuzi.com/images/0e8e181ace51c2a01ec10a894f871ed1.png,大数据、货运物流、O2O、平台、物流、物流大数据、大数据交易平台、智慧物流,烧钱、行业竞争
乐富支付,2020-05-13,2011-07-01,乐富支付是一家以支付业务为核心基础的金融公司，通过积聚庞大真实商户数据和支付交易数据，为广大中小商户和高端净值人士提供理财、融资、个人金融消费等服务。,金融,云南,尚未获投,3239,https://cdn.itjuzi.com/images/35b688630f2bd5f676aa12508652142a.png,票据理财、财富管理、金融、支付、理财平台、投资理财、第三方支付,政策监管、法律法规风险
美丽账单,2020-05-13,2016-05-01,美丽账单是一款工具性APP，极速帮您提供账单管理、办卡、借款超市、佣金取现等功能。主要功能有：账单管理——用户通过添加账单后自动解析每月还款时间以及金额；收款——T+0到账；办卡——有机会申请高额度信用卡，办卡返佣金等。隶属于北京捷旅科技信息服务有限公司。,工具软件,北京,尚未获投,1473,https://cdn.itjuzi.com/images/2702717eeddaa5a9b3512194056554fa.png,APP、信用卡、工具软件、其他工具、管理软件,烧钱、融资能力不足、行业竞争
驾吉驾考,2020-05-13,2016-09-01,驾吉驾考是一款互联网学车App开发商，公司旗下产品提供各科目在线报考、在线实践操作学习、教练员预约、课时预约、在线缴费和教练员评价等功能，预计在2017年10月中旬App与PC端同步上线。,汽车交通,黑龙江,种子轮,1350,https://cdn.itjuzi.com/images/e0022ded2369dff6fb45c0f30c650c4a.png,驾照驾校、APP、汽车交通、其他汽车服务、课程、驾考培训、行,烧钱、行业竞争
优装宝,2020-05-13,2017-08-01,优装宝是一款S2B模式服务于全国中小家装公司的整装供应链全国性互联网平台，帮助本地的材料商及装修公司转型升级、加互联网的实用服务APP，帮助本地的装修公司解决品牌主材对接、采购、销售等问题，帮助本地的品牌主材商解决渠道拓展、渠道对接、订单管理等问题。隶属于湖南优装宝网络科技有限公司。,企业服务,湖南,尚未获投,1016,https://cdn.itjuzi.com/images/d8f34384022ba48d854be76ea4a1a93d.png,建材、装修装潢、企业服务、其他企业服务,烧钱、融资能力不足、行业竞争
猎味餐饮,2020-05-13,2014-10-01,"猎味餐饮是一家小龙虾连锁餐饮品牌，公司主营小龙虾，香辣虾，海鲜，突出经营十三香小龙虾、香辣小龙虾、麻辣小龙虾、蒜香小龙虾、香辣虾等，辅以香辣蟹、风味海螺、特色海鲜火锅、特色小炒等，以开通外卖热线，方便更多广大消费者。拥有员工100余人 公司旗下品牌有：猎味小龙虾、于记香辣虾。于记香辣虾全国已发展300于家加盟连锁店。
",本地生活,广西,尚未获投,2051,https://cdn.itjuzi.com/images/121eabe3ef3d1a2d545abfac966bc63b.png,外卖服务、本地生活、美食餐饮、生活服务、美食外卖、餐饮业、餐饮品牌、中餐品牌、连锁餐饮,行业竞争
视野家,2020-05-13,2014-12-01,视野家隶属于铭励（北京）国际信息咨询有限公司，是一个为3-18岁青少年提供课堂之外的游学服务的公司，拥有包括国内营、国际营、主题营、亲子营、等在内的多种游学及素质教育全产品体系。,教育,北京,尚未获投,1990,https://cdn.itjuzi.com/images/c081c9a82e2e6b5a1ff4b6061cc55871.jpg,游学、教育、出国留学、素质教育、亲子教育、体验式教育、游学和营地,烧钱、融资能力不足、行业竞争
一起走旅行社,2020-05-13,2018-04-01,一起走旅行社是一家综合型旅游公司。致力打造品质旅游、旅养、旅居的新型综合旅游服务新业态。以“吃、住、行、游、购、娱、学、交”八大特色服务顾客，实施ＣＲＭ会员管理体系，为追求高品质、慢生活的爱旅游人士提供全方位旅游服务品质保障。,旅游,河南,尚未获投,773,https://cdn.itjuzi.com/images/8131612e0a900810c0349518ad6afb5e.png,旅游、旅游综合服务、其他旅游服务、旅行社、旅游服务、创新型,烧钱、融资能力不足、行业竞争
果以优,2020-05-13,2017-01-01,果以优是一个水果新零售品牌，产品包括整果、果切以及果汁；通过办公室无人零售冷柜和线下体验店，向中高端客户提供全球优选水果。,本地生活,四川,种子轮,1228,https://cdn.itjuzi.com/images/7d194661d3e0701161c56f657d5caf42.png,办公场地、水果、生鲜、本地生活、其他生活服务、生活服务、新零售、蔬菜水果、餐饮业、零售/新零售、AI零售、吃,行业竞争
简奢生活,2020-05-12,2017-05-01,简奢生活是一家以鞋服、家纺类为商品品的电子商务公司，由罗莱家纺核心高管团队和资深行业专家赵瑾元先生联合创立，主要销售渠道为社交电商、网红、众筹及闪购平台。,电子商务,浙江,尚未获投,1107,https://cdn.itjuzi.com/images/df77e0e96bcf31f14e3063366aee3106.png,垂直电商、闪购、电子商务、服装服饰、微商、服装家纺、移动社交电商、电商经营模式、服装B2B、穿,烧钱、营销不足、行业竞争
话说西安,2020-05-12,2015-11-01,话说西安是一个话题包罗西安的街头巷尾的奇闻异事、社会万象、民生风情的自媒体，是新浪微博上粉丝破二十万的大V，隶属于西安微趣网络科技有限公司。,文娱传媒,陕西,不明确,1654,https://cdn.itjuzi.com/images/a1ac3b9b9f9cbcca6435657082dba601.png,阅读、自媒体、媒体、媒体及阅读、文化娱乐、新闻资讯、内容生产、营销推广,市场伪需求、营销不足
网校老师网,2020-05-11,2019-04-01,网校老师网专注于为网校老师提供，职业病健康管理，职业咨询，等业务，目前已经是全网最大的网校老师，健康与职业管理最大在线平台。我们目标是让老师，健康更高薪。北京幸福园丁科技有限公司旗下。,教育,北京,战略投资,406,https://cdn.itjuzi.com/images/APEoeFSrFgUr9Lc53BY7MpD0VTgBvMds0gUUphL7.png,教师服务、教育、消费升级、教育科技,烧钱、融资能力不足、行业竞争
禧舍,2020-05-11,2018-01-01,大理禧舍电子商务有限公司成立于2018年1月22日，将互联网与传统装修行业结合在一起的互联网自助装修平台，公司本着“关注客户需求，追求客户满意”的服务理念，为客户提供一个完全自主、自由、公开、透明的自助装修环境。 ,房产服务,云南,尚未获投,861,https://cdn.itjuzi.com/images/ffc4ca4804fc8ffa6e5c7a653a54ef18.png,房产服务、装修装潢、装修平台、装修服务商、装修服务、装修O2O,烧钱、融资能力不足、行业竞争
全民链,2020-05-11,2015-10-01,全民链是一家区块链技术研发商，采用pow的共识机制，通过API接口形式链接区块链各种令牌、法币、积分等等一切有价值可流通的资产；采用全民算力积分，作为记账和奖励的依据，对接成熟的媒购区块链电商作为人流入口。区块链通（北京）科技有限公司旗下。,区块链,北京,尚未获投,1684,https://cdn.itjuzi.com/images/e27e02244d560d9fb78c61dd4ebe12d6.png,消费金融、金融、虚拟货币、积分优惠、区块链、区块链应用技术、区块链行业应用、区块链金融,政策监管、法律法规风险
